Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,HR,AR,HY,AY
13/12/2020,Barcelona,Levante,1,0,H,2021,0,0,2,1
14/12/2020,Celta,Cadiz,4,0,H,2021,0,0,2,1
15/12/2020,Real Madrid,Ath Bilbao,3,1,H,2021,0,1,1,3
16/12/2020,Barcelona,Sociedad,2,1,H,2021,0,0,3,3
18/12/2020,Ath Bilbao,Huesca,2,0,H,2021,0,1,0,3
19/12/2020,Ath Madrid,Elche,3,1,H,2021,0,0,1,2
19/12/2020,Barcelona,Valencia,2,2,D,2021,0,0,4,2
19/12/2020,Levante,Sociedad,2,1,H,2021,0,0,2,1
19/12/2020,Osasuna,Villarreal,1,3,A,2021,1,0,2,2
19/12/2020,Sevilla,Valladolid,1,1,D,2021,0,0,3,4
20/12/2020,Celta,Alaves,2,0,H,2021,0,0,2,2
20/12/2020,Granada,Betis,2,0,H,2021,0,0,3,4
20/12/2020,Cadiz,Getafe,0,2,A,2021,0,0,1,6
20/12/2020,Eibar,Real Madrid,1,3,A,2021,0,0,1,0
22/12/2020,Elche,Osasuna,2,2,D,2021,0,1,1,2
22/12/2020,Valencia,Sevilla,0,1,A,2021,0,0,3,2
22/12/2020,Huesca,Levante,1,1,D,2021,0,0,2,3
22/12/2020,Sociedad,Ath Madrid,0,2,A,2021,0,0,3,3
22/12/2020,Valladolid,Barcelona,0,3,A,2021,0,0,1,2
22/12/2020,Villarreal,Ath Bilbao,1,1,D,2021,0,0,1,1
23/12/2020,Getafe,Celta,1,1,D,2021,0,0,3,3
23/12/2020,Real Madrid,Granada,2,0,H,2021,0,0,2,1
23/12/2020,Alaves,Eibar,2,1,H,2021,0,0,4,2
23/12/2020,Betis,Cadiz,1,0,H,2021,0,0,1,1
29/12/2020,Sevilla,Villarreal,2,0,H,2021,0,0,1,4
29/12/2020,Barcelona,Eibar,1,1,D,2021,0,0,0,2
29/12/2020,Cadiz,Valladolid,0,0,D,2021,0,0,3,2
29/12/2020,Levante,Betis,4,3,H,2021,1,0,3,2
30/12/2020,Granada,Valencia,2,1,H,2021,1,2,4,4
30/12/2020,Ath Madrid,Getafe,1,0,H,2021,0,0,2,3
30/12/2020,Celta,Huesca,2,1,H,2021,0,0,2,0
30/12/2020,Elche,Real Madrid,1,1,D,2021,0,0,1,4
31/12/2020,Ath Bilbao,Sociedad,0,1,A,2021,0,0,5,4
31/12/2020,Osasuna,Alaves,1,1,D,2021,1,0,3,4
02/01/2021,Villarreal,Levante,2,1,H,2021,0,0,1,1
02/01/2021,Betis,Sevilla,1,1,D,2021,0,0,5,2
02/01/2021,Getafe,Valladolid,0,1,A,2021,0,0,3,2
02/01/2021,Real Madrid,Celta,2,0,H,2021,0,0,4,2
03/01/2021,Ath Bilbao,Elche,1,0,H,2021,0,0,2,1
03/01/2021,Alaves,Ath Madrid,1,2,A,2021,1,0,0,2
03/01/2021,Eibar,Granada,2,0,H,2021,0,0,2,1
03/01/2021,Sociedad,Osasuna,1,1,D,2021,0,0,1,1
03/01/2021,Huesca,Barcelona,0,1,A,2021,0,0,1,0
04/01/2021,Valencia,Cadiz,1,1,D,2021,0,0,2,2
06/01/2021,Ath Bilbao,Barcelona,2,3,A,2021,0,0,2,1
08/01/2021,Celta,Villarreal,0,4,A,2021,0,0,1,0
09/01/2021,Sevilla,Sociedad,3,2,H,2021,0,0,0,3
09/01/2021,Granada,Barcelona,0,4,A,2021,1,0,2,3
09/01/2021,Osasuna,Real Madrid,0,0,D,2021,0,0,0,0
10/01/2021,Levante,Eibar,2,1,H,2021,0,0,2,0
10/01/2021,Cadiz,Alaves,3,1,H,2021,0,1,1,4
10/01/2021,Valladolid,Valencia,0,1,A,2021,0,0,2,3
11/01/2021,Elche,Getafe,1,3,A,2021,1,0,4,2
11/01/2021,Huesca,Betis,0,2,A,2021,0,1,2,2
12/01/2021,Granada,Osasuna,2,0,H,2021,0,0,1,4
12/01/2021,Ath Madrid,Sevilla,2,0,H,2021,0,0,2,0
19/01/2021,Cadiz,Levante,2,2,D,2021,0,0,3,1
19/01/2021,Valladolid,Elche,2,2,D,2021,1,0,1,3
19/01/2021,Alaves,Sevilla,1,2,A,2021,0,0,3,3
20/01/2021,Getafe,Huesca,1,0,H,2021,0,0,2,4
20/01/2021,Betis,Celta,2,1,H,2021,0,0,2,3
20/01/2021,Villarreal,Granada,2,2,D,2021,0,1,2,4
21/01/2021,Valencia,Osasuna,1,1,D,2021,0,0,1,3
21/01/2021,Eibar,Ath Madrid,1,2,A,2021,0,0,2,2
22/01/2021,Levante,Valladolid,2,2,D,2021,0,0,0,1
23/01/2021,Huesca,Villarreal,0,0,D,2021,0,0,3,1
23/01/2021,Sevilla,Cadiz,3,0,H,2021,0,0,1,3
23/01/2021,Sociedad,Betis,2,2,D,2021,0,0,2,2
23/01/2021,Alaves,Real Madrid,1,4,A,2021,0,0,5,3
24/01/2021,Osasuna,Granada,3,1,H,2021,1,0,5,4
24/01/2021,Elche,Barcelona,0,2,A,2021,0,0,0,2
24/01/2021,Celta,Eibar,1,1,D,2021,0,0,4,3
24/01/2021,Ath Madrid,Valencia,3,1,H,2021,0,0,2,0
25/01/2021,Ath Bilbao,Getafe,5,1,H,2021,0,0,4,4
29/01/2021,Valladolid,Huesca,1,3,A,2021,0,0,2,2
30/01/2021,Eibar,Sevilla,0,2,A,2021,0,0,4,3
30/01/2021,Real Madrid,Levante,1,2,A,2021,1,0,1,2
30/01/2021,Valencia,Elche,1,0,H,2021,0,0,1,7
30/01/2021,Villarreal,Sociedad,1,1,D,2021,0,0,1,3
31/01/2021,Getafe,Alaves,0,0,D,2021,0,0,3,3
31/01/2021,Cadiz,Ath Madrid,2,4,A,2021,0,0,1,5
31/01/2021,Granada,Celta,0,0,D,2021,0,0,2,4
31/01/2021,Barcelona,Ath Bilbao,2,1,H,2021,0,0,2,3
01/02/2021,Betis,Osasuna,1,0,H,2021,0,0,1,1
05/02/2021,Alaves,Valladolid,1,0,H,2021,0,0,4,4
06/02/2021,Levante,Granada,2,2,D,2021,0,0,1,3
06/02/2021,Huesca,Real Madrid,1,2,A,2021,0,0,2,1
06/02/2021,Elche,Villarreal,2,2,D,2021,0,0,1,2
06/02/2021,Sevilla,Getafe,3,0,H,2021,0,1,1,4
07/02/2021,Sociedad,Cadiz,4,1,H,2021,0,1,0,2
07/02/2021,Ath Bilbao,Valencia,1,1,D,2021,0,0,2,1
07/02/2021,Osasuna,Eibar,2,1,H,2021,0,0,0,0
07/02/2021,Betis,Barcelona,2,3,A,2021,0,0,1,3
08/02/2021,Ath Madrid,Celta,2,2,D,2021,0,0,2,2
09/02/2021,Real Madrid,Getafe,2,0,H,2021,0,0,1,1
12/02/2021,Celta,Elche,3,1,H,2021,0,0,3,2
13/02/2021,Granada,Ath Madrid,1,2,A,2021,0,0,0,5
13/02/2021,Sevilla,Huesca,1,0,H,2021,0,0,3,4
13/02/2021,Eibar,Valladolid,1,1,D,2021,0,0,2,3
13/02/2021,Barcelona,Alaves,5,1,H,2021,0,0,0,2
14/02/2021,Getafe,Sociedad,0,1,A,2021,1,0,3,3
14/02/2021,Real Madrid,Valencia,2,0,H,2021,0,0,0,3
14/02/2021,Levante,Osasuna,0,1,A,2021,0,0,1,2
14/02/2021,Villarreal,Betis,1,2,A,2021,0,0,3,2
15/02/2021,Cadiz,Ath Bilbao,0,4,A,2021,0,0,3,2
17/02/2021,Levante,Ath Madrid,1,1,D,2021,0,0,1,3
19/02/2021,Betis,Getafe,1,0,H,2021,1,0,5,4
20/02/2021,Elche,Eibar,1,0,H,2021,0,0,2,1
20/02/2021,Ath Madrid,Levante,0,2,A,2021,0,0,2,3
20/02/2021,Valencia,Celta,2,0,H,2021,0,1,2,3
20/02/2021,Valladolid,Real Madrid,0,1,A,2021,0,0,4,2
21/02/2021,Barcelona,Cadiz,1,1,D,2021,0,0,0,2
21/02/2021,Sociedad,Alaves,4,0,H,2021,0,0,3,2
21/02/2021,Huesca,Granada,3,2,H,2021,0,1,3,3
21/02/2021,Ath Bilbao,Villarreal,1,1,D,2021,0,0,2,2
22/02/2021,Osasuna,Sevilla,0,2,A,2021,0,0,2,2
24/02/2021,Barcelona,Elche,3,0,H,2021,0,0,0,0
26/02/2021,Levante,Ath Bilbao,1,1,D,2021,0,1,3,1
27/02/2021,Eibar,Huesca,1,1,D,2021,0,0,2,2
27/02/2021,Sevilla,Barcelona,0,2,A,2021,0,0,5,2
27/02/2021,Alaves,Osasuna,0,1,A,2021,0,0,3,4
27/02/2021,Getafe,Valencia,3,0,H,2021,0,1,5,2
28/02/2021,Celta,Valladolid,1,1,D,2021,0,0,3,5
28/02/2021,Cadiz,Betis,0,1,A,2021,0,0,1,2
28/02/2021,Granada,Elche,2,1,H,2021,0,0,3,2
28/02/2021,Villarreal,Ath Madrid,0,2,A,2021,0,0,2,3
01/03/2021,Real Madrid,Sociedad,1,1,D,2021,0,0,0,1
05/03/2021,Valencia,Villarreal,2,1,H,2021,0,0,4,3
06/03/2021,Valladolid,Getafe,2,1,H,2021,0,1,2,2
06/03/2021,Elche,Sevilla,2,1,H,2021,0,0,4,0
06/03/2021,Cadiz,Eibar,1,0,H,2021,0,0,2,2
06/03/2021,Osasuna,Barcelona,0,2,A,2021,0,0,0,2
07/03/2021,Huesca,Celta,3,4,A,2021,0,0,0,2
07/03/2021,Ath Madrid,Real Madrid,1,1,D,2021,0,0,5,1
07/03/2021,Sociedad,Levante,1,0,H,2021,0,0,0,2
07/03/2021,Ath Bilbao,Granada,2,1,H,2021,0,0,2,2
08/03/2021,Betis,Alaves,3,2,H,2021,0,0,0,3
10/03/2021,Ath Madrid,Ath Bilbao,2,1,H,2021,0,0,2,2
12/03/2021,Levante,Valencia,1,0,H,2021,0,0,3,4
13/03/2021,Alaves,Cadiz,1,1,D,2021,1,0,3,3
13/03/2021,Real Madrid,Elche,2,1,H,2021,0,0,1,1
13/03/2021,Osasuna,Valladolid,0,0,D,2021,0,0,2,3
13/03/2021,Getafe,Ath Madrid,0,0,D,2021,1,0,1,4
14/03/2021,Celta,Ath Bilbao,0,0,D,2021,0,0,3,1
14/03/2021,Granada,Sociedad,1,0,H,2021,0,0,2,3
14/03/2021,Eibar,Villarreal,1,3,A,2021,0,1,2,2
14/03/2021,Sevilla,Betis,1,0,H,2021,0,0,3,5
15/03/2021,Barcelona,Huesca,4,1,H,2021,0,0,0,2
17/03/2021,Sevilla,Elche,2,0,H,2021,0,0,2,1
19/03/2021,Betis,Levante,2,0,H,2021,0,0,2,0
20/03/2021,Ath Bilbao,Eibar,1,1,D,2021,0,0,1,1
20/03/2021,Celta,Real Madrid,1,3,A,2021,0,0,3,4
20/03/2021,Huesca,Osasuna,0,0,D,2021,0,0,1,2
20/03/2021,Valladolid,Sevilla,1,1,D,2021,0,0,3,1
21/03/2021,Getafe,Elche,1,1,D,2021,0,0,3,7
21/03/2021,Valencia,Granada,2,1,H,2021,0,0,0,3
21/03/2021,Villarreal,Cadiz,2,1,H,2021,0,0,3,3
21/03/2021,Ath Madrid,Alaves,1,0,H,2021,0,0,3,3
21/03/2021,Sociedad,Barcelona,1,6,A,2021,0,0,3,2
02/04/2021,Levante,Huesca,0,2,A,2021,0,0,2,2
03/04/2021,Granada,Villarreal,0,3,A,2021,0,0,2,2
03/04/2021,Real Madrid,Eibar,2,0,H,2021,0,0,0,2
03/04/2021,Osasuna,Getafe,0,0,D,2021,0,0,2,3
04/04/2021,Alaves,Celta,1,3,A,2021,0,1,4,5
04/04/2021,Elche,Betis,1,1,D,2021,0,0,1,4
04/04/2021,Cadiz,Valencia,2,1,H,2021,0,0,2,2
04/04/2021,Sevilla,Ath Madrid,1,0,H,2021,0,0,2,4
05/04/2021,Barcelona,Valladolid,1,0,H,2021,0,1,3,3
07/04/2021,Sociedad,Ath Bilbao,1,1,D,2021,0,0,3,1
09/04/2021,Huesca,Elche,3,1,H,2021,0,0,2,2
10/04/2021,Getafe,Cadiz,0,1,A,2021,0,0,3,2
10/04/2021,Ath Bilbao,Alaves,0,0,D,2021,0,0,2,2
10/04/2021,Eibar,Levante,0,1,A,2021,0,0,3,2
10/04/2021,Real Madrid,Barcelona,2,1,H,2021,1,0,3,4
11/04/2021,Villarreal,Osasuna,1,2,A,2021,0,0,0,0
11/04/2021,Valencia,Sociedad,2,2,D,2021,1,0,6,4
11/04/2021,Valladolid,Granada,1,2,A,2021,0,0,4,2
11/04/2021,Betis,Ath Madrid,1,1,D,2021,0,0,0,0
12/04/2021,Celta,Sevilla,3,4,A,2021,0,0,3,2
18/04/2021,Osasuna,Elche,2,0,H,2021,0,0,2,1
18/04/2021,Sociedad,Sevilla,1,2,A,2021,0,0,3,2
18/04/2021,Alaves,Huesca,1,0,H,2021,0,0,1,2
18/04/2021,Ath Madrid,Eibar,5,0,H,2021,0,0,0,1
18/04/2021,Betis,Valencia,2,2,D,2021,0,0,3,1
18/04/2021,Cadiz,Celta,0,0,D,2021,0,0,0,1
18/04/2021,Getafe,Real Madrid,0,0,D,2021,0,0,3,1
18/04/2021,Levante,Villarreal,1,5,A,2021,0,0,2,1
21/04/2021,Levante,Sevilla,0,1,A,2021,0,0,4,1
21/04/2021,Osasuna,Valencia,3,1,H,2021,0,0,1,2
21/04/2021,Betis,Ath Bilbao,0,0,D,2021,1,0,3,2
21/04/2021,Alaves,Villarreal,2,1,H,2021,0,0,2,1
21/04/2021,Elche,Valladolid,1,1,D,2021,0,0,5,3
21/04/2021,Cadiz,Real Madrid,0,3,A,2021,0,0,4,3
22/04/2021,Ath Madrid,Huesca,2,0,H,2021,0,0,2,0
22/04/2021,Granada,Eibar,4,1,H,2021,0,0,1,1
22/04/2021,Sociedad,Celta,2,1,H,2021,0,0,4,5
22/04/2021,Barcelona,Getafe,5,2,H,2021,0,0,2,0
24/04/2021,Elche,Levante,1,0,H,2021,0,0,3,4
24/04/2021,Valladolid,Cadiz,1,1,D,2021,0,0,1,3
24/04/2021,Valencia,Alaves,1,1,D,2021,0,1,4,0
24/04/2021,Real Madrid,Betis,0,0,D,2021,0,0,1,2
25/04/2021,Huesca,Getafe,0,2,A,2021,0,0,2,4
25/04/2021,Villarreal,Barcelona,1,2,A,2021,1,0,2,3
25/04/2021,Celta,Osasuna,2,1,H,2021,0,0,1,4
25/04/2021,Sevilla,Granada,2,1,H,2021,0,0,2,3
25/04/2021,Ath Bilbao,Ath Madrid,2,1,H,2021,0,0,4,2
26/04/2021,Eibar,Sociedad,0,1,A,2021,0,0,5,1
28/04/2021,Ath Bilbao,Valladolid,2,2,D,2021,0,0,1,1
29/04/2021,Barcelona,Granada,1,2,A,2021,0,0,0,4
30/04/2021,Celta,Levante,2,0,H,2021,0,0,2,2
01/05/2021,Eibar,Alaves,3,0,H,2021,0,0,0,2
01/05/2021,Elche,Ath Madrid,0,1,A,2021,0,0,3,3
01/05/2021,Huesca,Sociedad,1,0,H,2021,0,0,2,2
01/05/2021,Real Madrid,Osasuna,2,0,H,2021,0,0,0,2
02/05/2021,Valladolid,Betis,1,1,D,2021,0,0,2,5
02/05/2021,Villarreal,Getafe,1,0,H,2021,0,0,1,2
02/05/2021,Granada,Cadiz,0,1,A,2021,1,0,7,2
02/05/2021,Valencia,Barcelona,2,3,A,2021,0,0,2,1
03/05/2021,Sevilla,Ath Bilbao,0,1,A,2021,0,0,1,0
07/05/2021,Sociedad,Elche,2,0,H,2021,0,1,1,3
08/05/2021,Alaves,Levante,2,2,D,2021,0,0,2,1
08/05/2021,Barcelona,Ath Madrid,0,0,D,2021,0,0,3,3
08/05/2021,Cadiz,Huesca,2,1,H,2021,0,0,4,0
08/05/2021,Ath Bilbao,Osasuna,2,2,D,2021,0,0,1,2
09/05/2021,Getafe,Eibar,0,1,A,2021,0,0,1,2
09/05/2021,Valencia,Valladolid,3,0,H,2021,0,0,0,0
09/05/2021,Villarreal,Celta,2,4,A,2021,2,1,3,3
09/05/2021,Real Madrid,Sevilla,2,2,D,2021,0,0,1,2
10/05/2021,Betis,Granada,2,1,H,2021,0,0,2,4
11/05/2021,Osasuna,Cadiz,3,2,H,2021,0,0,2,2
11/05/2021,Elche,Alaves,0,2,A,2021,0,0,2,4
11/05/2021,Levante,Barcelona,3,3,D,2021,0,0,2,2
12/05/2021,Sevilla,Valencia,1,0,H,2021,0,0,2,2
12/05/2021,Celta,Getafe,1,0,H,2021,0,0,1,3
12/05/2021,Huesca,Ath Bilbao,1,0,H,2021,0,0,0,1
12/05/2021,Ath Madrid,Sociedad,2,1,H,2021,0,0,0,0
13/05/2021,Valladolid,Villarreal,0,2,A,2021,0,0,3,1
13/05/2021,Eibar,Betis,1,1,D,2021,0,0,3,1
13/05/2021,Granada,Real Madrid,1,4,A,2021,0,0,3,3
16/05/2021,Alaves,Granada,4,2,H,2021,0,0,2,4
16/05/2021,Ath Bilbao,Real Madrid,0,1,A,2021,1,0,3,2
16/05/2021,Ath Madrid,Osasuna,2,1,H,2021,0,0,1,2
16/05/2021,Barcelona,Celta,1,2,A,2021,1,0,3,2
16/05/2021,Betis,Huesca,1,0,H,2021,0,1,1,5
16/05/2021,Cadiz,Elche,1,3,A,2021,0,0,3,4
16/05/2021,Getafe,Levante,2,1,H,2021,1,0,5,0
16/05/2021,Sociedad,Valladolid,4,1,H,2021,0,1,2,4
16/05/2021,Valencia,Eibar,4,1,H,2021,0,0,0,0
16/05/2021,Villarreal,Sevilla,4,0,H,2021,0,1,0,3
21/05/2021,Levante,Cadiz,2,2,D,2021,0,0,0,2
22/05/2021,Celta,Betis,2,3,A,2021,0,1,6,7
22/05/2021,Eibar,Barcelona,0,1,A,2021,0,0,0,3
22/05/2021,Elche,Ath Bilbao,2,0,H,2021,0,0,3,0
22/05/2021,Huesca,Valencia,0,0,D,2021,0,0,2,1
22/05/2021,Osasuna,Sociedad,0,1,A,2021,0,0,1,0
22/05/2021,Real Madrid,Villarreal,2,1,H,2021,0,0,0,0
22/05/2021,Valladolid,Ath Madrid,1,2,A,2021,0,0,4,6
23/05/2021,Granada,Getafe,0,0,D,2021,0,0,4,2
23/05/2021,Sevilla,Alaves,1,0,H,2021,0,0,1,0
16/08/2019,Ath Bilbao,Barcelona,1,0,H,1920,0,0,1,1
17/08/2019,Celta,Real Madrid,1,3,A,1920,0,1,5,2
17/08/2019,Valencia,Sociedad,1,1,D,1920,1,0,4,4
17/08/2019,Mallorca,Eibar,2,1,H,1920,0,0,2,3
17/08/2019,Leganes,Osasuna,0,1,A,1920,1,0,1,4
17/08/2019,Villarreal,Granada,4,4,D,1920,0,0,3,1
18/08/2019,Alaves,Levante,1,0,H,1920,0,0,2,1
18/08/2019,Espanol,Sevilla,0,2,A,1920,0,0,2,2
18/08/2019,Betis,Valladolid,1,2,A,1920,1,0,2,6
18/08/2019,Ath Madrid,Getafe,1,0,H,1920,1,1,3,4
23/08/2019,Granada,Sevilla,0,1,A,1920,0,0,1,1
23/08/2019,Levante,Villarreal,2,1,H,1920,0,0,1,2
24/08/2019,Osasuna,Eibar,0,0,D,1920,0,0,4,4
24/08/2019,Real Madrid,Valladolid,1,1,D,1920,0,0,2,2
24/08/2019,Celta,Valencia,1,0,H,1920,0,0,1,2
24/08/2019,Getafe,Ath Bilbao,1,1,D,1920,0,0,2,1
25/08/2019,Alaves,Espanol,0,0,D,1920,0,0,3,1
25/08/2019,Mallorca,Sociedad,0,1,A,1920,0,0,1,2
25/08/2019,Leganes,Ath Madrid,0,1,A,1920,0,0,4,5
25/08/2019,Barcelona,Betis,5,2,H,1920,0,0,1,1
30/08/2019,Sevilla,Celta,1,1,D,1920,0,0,4,2
30/08/2019,Ath Bilbao,Sociedad,2,0,H,1920,0,0,2,3
31/08/2019,Osasuna,Barcelona,2,2,D,1920,0,0,3,4
31/08/2019,Getafe,Alaves,1,1,D,1920,0,0,3,1
31/08/2019,Levante,Valladolid,2,0,H,1920,0,0,2,2
31/08/2019,Betis,Leganes,2,1,H,1920,0,0,4,2
01/09/2019,Valencia,Mallorca,2,0,H,1920,0,0,0,1
01/09/2019,Ath Madrid,Eibar,3,2,H,1920,0,0,0,3
01/09/2019,Espanol,Granada,0,3,A,1920,0,0,2,3
01/09/2019,Villarreal,Real Madrid,2,2,D,1920,0,1,1,4
13/09/2019,Mallorca,Ath Bilbao,0,0,D,1920,0,0,4,3
14/09/2019,Real Madrid,Levante,3,2,H,1920,0,0,2,2
14/09/2019,Leganes,Villarreal,0,3,A,1920,0,0,2,0
14/09/2019,Sociedad,Ath Madrid,2,0,H,1920,0,0,1,3
14/09/2019,Barcelona,Valencia,5,2,H,1920,0,0,1,4
15/09/2019,Eibar,Espanol,1,2,A,1920,0,1,2,4
15/09/2019,Alaves,Sevilla,0,1,A,1920,0,0,5,5
15/09/2019,Celta,Granada,0,2,A,1920,2,0,4,2
15/09/2019,Valladolid,Osasuna,1,1,D,1920,0,0,0,1
15/09/2019,Betis,Getafe,1,1,D,1920,2,0,3,6
20/09/2019,Osasuna,Betis,0,0,D,1920,0,0,1,2
21/09/2019,Villarreal,Valladolid,2,0,H,1920,0,0,2,1
21/09/2019,Levante,Eibar,0,0,D,1920,0,0,0,2
21/09/2019,Ath Madrid,Celta,0,0,D,1920,0,0,3,5
21/09/2019,Granada,Barcelona,2,0,H,1920,0,0,3,2
22/09/2019,Getafe,Mallorca,4,2,H,1920,0,0,4,5
22/09/2019,Espanol,Sociedad,1,3,A,1920,0,0,1,0
22/09/2019,Valencia,Leganes,1,1,D,1920,0,0,3,4
22/09/2019,Ath Bilbao,Alaves,2,0,H,1920,0,0,1,4
22/09/2019,Sevilla,Real Madrid,0,1,A,1920,0,0,3,2
24/09/2019,Valladolid,Granada,1,1,D,1920,0,0,3,2
24/09/2019,Betis,Levante,3,1,H,1920,0,0,2,2
24/09/2019,Barcelona,Villarreal,2,1,H,1920,0,0,4,2
25/09/2019,Leganes,Ath Bilbao,1,1,D,1920,0,0,0,1
25/09/2019,Mallorca,Ath Madrid,0,2,A,1920,0,1,3,5
25/09/2019,Valencia,Getafe,3,3,D,1920,0,0,1,4
25/09/2019,Real Madrid,Osasuna,2,0,H,1920,0,0,2,2
26/09/2019,Eibar,Sevilla,3,2,H,1920,0,0,3,4
26/09/2019,Celta,Espanol,1,1,D,1920,0,0,2,5
26/09/2019,Sociedad,Alaves,3,0,H,1920,0,1,1,4
27/09/2019,Villarreal,Betis,5,1,H,1920,0,0,2,2
28/09/2019,Ath Bilbao,Valencia,0,1,A,1920,0,0,2,5
28/09/2019,Getafe,Barcelona,0,2,A,1920,0,1,4,4
28/09/2019,Granada,Leganes,1,0,H,1920,0,0,3,4
28/09/2019,Ath Madrid,Real Madrid,0,0,D,1920,0,0,1,2
29/09/2019,Espanol,Valladolid,0,2,A,1920,1,0,2,0
29/09/2019,Eibar,Celta,2,0,H,1920,0,0,3,1
29/09/2019,Alaves,Mallorca,2,0,H,1920,0,0,2,3
29/09/2019,Levante,Osasuna,1,1,D,1920,1,0,6,0
29/09/2019,Sevilla,Sociedad,3,2,H,1920,0,0,1,1
04/10/2019,Betis,Eibar,1,1,D,1920,0,1,3,6
05/10/2019,Leganes,Levante,1,2,A,1920,0,0,3,5
05/10/2019,Real Madrid,Granada,4,2,H,1920,0,0,4,5
05/10/2019,Valencia,Alaves,2,1,H,1920,0,0,1,3
05/10/2019,Osasuna,Villarreal,2,1,H,1920,0,0,2,2
06/10/2019,Mallorca,Espanol,2,0,H,1920,0,0,1,3
06/10/2019,Celta,Ath Bilbao,1,0,H,1920,0,0,0,5
06/10/2019,Valladolid,Ath Madrid,0,0,D,1920,0,0,6,4
06/10/2019,Sociedad,Getafe,1,2,A,1920,1,0,2,4
06/10/2019,Barcelona,Sevilla,4,0,H,1920,2,0,5,3
18/10/2019,Granada,Osasuna,1,0,H,1920,0,1,2,8
19/10/2019,Eibar,Barcelona,0,3,A,1920,0,0,5,0
19/10/2019,Ath Madrid,Valencia,1,1,D,1920,0,1,2,1
19/10/2019,Getafe,Leganes,2,0,H,1920,0,0,1,4
19/10/2019,Mallorca,Real Madrid,1,0,H,1920,0,1,2,2
20/10/2019,Alaves,Celta,2,0,H,1920,0,0,5,1
20/10/2019,Sociedad,Betis,3,1,H,1920,0,0,4,2
20/10/2019,Espanol,Villarreal,0,1,A,1920,0,0,2,1
20/10/2019,Ath Bilbao,Valladolid,1,1,D,1920,0,0,2,3
20/10/2019,Sevilla,Levante,1,0,H,1920,0,0,2,2
25/10/2019,Villarreal,Alaves,4,1,H,1920,0,0,2,2
26/10/2019,Leganes,Mallorca,1,0,H,1920,0,0,4,1
26/10/2019,Valladolid,Eibar,2,0,H,1920,0,0,1,2
26/10/2019,Ath Madrid,Ath Bilbao,2,0,H,1920,0,0,2,2
27/10/2019,Celta,Sociedad,0,1,A,1920,1,0,5,2
27/10/2019,Granada,Betis,1,0,H,1920,0,0,3,4
27/10/2019,Levante,Espanol,0,1,A,1920,0,0,2,3
27/10/2019,Sevilla,Getafe,2,0,H,1920,0,0,2,3
27/10/2019,Osasuna,Valencia,3,1,H,1920,0,1,1,1
29/10/2019,Alaves,Ath Madrid,1,1,D,1920,0,0,3,3
29/10/2019,Barcelona,Valladolid,5,1,H,1920,0,0,0,3
30/10/2019,Sociedad,Levante,1,2,A,1920,0,0,3,4
30/10/2019,Valencia,Sevilla,1,1,D,1920,0,0,6,3
30/10/2019,Ath Bilbao,Espanol,3,0,H,1920,0,0,0,1
30/10/2019,Betis,Celta,2,1,H,1920,0,0,6,1
30/10/2019,Real Madrid,Leganes,5,0,H,1920,0,0,1,5
31/10/2019,Eibar,Villarreal,2,1,H,1920,0,0,0,3
31/10/2019,Mallorca,Osasuna,2,2,D,1920,0,0,1,5
31/10/2019,Getafe,Granada,3,1,H,1920,0,0,5,5
02/11/2019,Espanol,Valencia,1,2,A,1920,0,0,0,1
02/11/2019,Levante,Barcelona,3,1,H,1920,0,0,1,6
02/11/2019,Sevilla,Ath Madrid,1,1,D,1920,0,0,4,3
02/11/2019,Real Madrid,Betis,0,0,D,1920,0,0,2,4
03/11/2019,Valladolid,Mallorca,3,0,H,1920,0,0,5,4
03/11/2019,Villarreal,Ath Bilbao,0,0,D,1920,0,0,2,0
03/11/2019,Osasuna,Alaves,4,2,H,1920,0,0,4,2
03/11/2019,Celta,Getafe,0,1,A,1920,0,0,3,3
03/11/2019,Leganes,Eibar,1,2,A,1920,0,0,5,2
03/11/2019,Granada,Sociedad,1,2,A,1920,0,0,0,2
08/11/2019,Sociedad,Leganes,1,1,D,1920,0,1,2,6
09/11/2019,Alaves,Valladolid,3,0,H,1920,0,0,3,3
09/11/2019,Valencia,Granada,2,0,H,1920,0,0,0,5
09/11/2019,Eibar,Real Madrid,0,4,A,1920,0,0,0,0
09/11/2019,Barcelona,Celta,4,1,H,1920,0,0,4,1
10/11/2019,Mallorca,Villarreal,3,1,H,1920,0,0,2,3
10/11/2019,Ath Bilbao,Levante,2,1,H,1920,0,0,3,2
10/11/2019,Ath Madrid,Espanol,3,1,H,1920,0,0,2,2
10/11/2019,Getafe,Osasuna,0,0,D,1920,0,0,2,4
10/11/2019,Betis,Sevilla,1,2,A,1920,0,0,2,3
22/11/2019,Levante,Mallorca,2,1,H,1920,1,0,2,1
23/11/2019,Leganes,Barcelona,1,2,A,1920,0,0,1,2
23/11/2019,Betis,Valencia,2,1,H,1920,0,0,2,2
23/11/2019,Granada,Ath Madrid,1,1,D,1920,0,0,4,3
23/11/2019,Real Madrid,Sociedad,3,1,H,1920,0,0,1,1
24/11/2019,Espanol,Getafe,1,1,D,1920,0,0,3,4
24/11/2019,Osasuna,Ath Bilbao,1,2,A,1920,0,0,4,3
24/11/2019,Eibar,Alaves,0,2,A,1920,0,0,1,2
24/11/2019,Villarreal,Celta,1,3,A,1920,0,0,3,2
